 0   0   0   0 
 1   1   1   0 
 2   1   0   1 
 3   0   1   1 
 4   2   2   0 
 5   2   1   1 
 6   2   0   2 
 7   1   2   1 
 8   1   1   2 
 9   0   2   2 
 10   3   3   0 
 11   3   2   1 
 12   3   1   2 
 13   3   0   3 
 14   2   3   1 
 15   2   2   2 
 16   2   1   3 
 17   1   3   2 
 18   1   2   3 
 19   0   3   3 
 20   4   4   0 
 21   4   3   1 
 22   4   2   2 
 23   4   1   3 
 24   4   0   4 
 25   3   4   1 
 26   3   3   2 
 27   3   2   3 
 28   3   1   4 
 29   2   4   2 
 30   2   3   3 
 31   2   2   4 
 32   1   4   3 
 33   1   3   4 
 34   0   4   4 
