 0   0   0   0 
 1   0   0   1 
 2   0   1   0 
 3   1   0   0 
 4   0   0   2 
 5   0   1   1 
 6   0   2   0 
 7   1   0   1 
 8   1   1   0 
 9   2   0   0 
 10   0   0   3 
 11   0   1   2 
 12   0   2   1 
 13   0   3   0 
 14   1   0   2 
 15   1   1   1 
 16   1   2   0 
 17   2   0   1 
 18   2   1   0 
 19   3   0   0 
 20   0   0   4 
 21   0   1   3 
 22   0   2   2 
 23   0   3   1 
 24   0   4   0 
 25   1   0   3 
 26   1   1   2 
 27   1   2   1 
 28   1   3   0 
 29   2   0   2 
 30   2   1   1 
 31   2   2   0 
 32   3   0   1 
 33   3   1   0 
 34   4   0   0 
 35   0   0   5 
 36   0   1   4 
 37   0   2   3 
 38   0   3   2 
 39   0   4   1 
 40   0   5   0 
 41   1   0   4 
 42   1   1   3 
 43   1   2   2 
 44   1   3   1 
 45   1   4   0 
 46   2   0   3 
 47   2   1   2 
 48   2   2   1 
 49   2   3   0 
 50   3   0   2 
 51   3   1   1 
 52   3   2   0 
 53   4   0   1 
 54   4   1   0 
 55   5   0   0 
 56   0   0   6 
 57   0   1   5 
 58   0   2   4 
 59   0   3   3 
 60   0   4   2 
 61   0   5   1 
 62   0   6   0 
 63   1   0   5 
 64   1   1   4 
 65   1   2   3 
 66   1   3   2 
 67   1   4   1 
 68   1   5   0 
 69   2   0   4 
 70   2   1   3 
 71   2   2   2 
 72   2   3   1 
 73   2   4   0 
 74   3   0   3 
 75   3   1   2 
 76   3   2   1 
 77   3   3   0 
 78   4   0   2 
 79   4   1   1 
 80   4   2   0 
 81   5   0   1 
 82   5   1   0 
 83   6   0   0 
 84   0   0   7 
 85   0   1   6 
 86   0   2   5 
 87   0   3   4 
 88   0   4   3 
 89   0   5   2 
 90   0   6   1 
 91   0   7   0 
 92   1   0   6 
 93   1   1   5 
 94   1   2   4 
 95   1   3   3 
 96   1   4   2 
 97   1   5   1 
 98   1   6   0 
 99   2   0   5 
 100   2   1   4 
 101   2   2   3 
 102   2   3   2 
 103   2   4   1 
 104   2   5   0 
 105   3   0   4 
 106   3   1   3 
 107   3   2   2 
 108   3   3   1 
 109   3   4   0 
 110   4   0   3 
 111   4   1   2 
 112   4   2   1 
 113   4   3   0 
 114   5   0   2 
 115   5   1   1 
 116   5   2   0 
 117   6   0   1 
 118   6   1   0 
 119   7   0   0 
 120   0   0   8 
 121   0   1   7 
 122   0   2   6 
 123   0   3   5 
 124   0   4   4 
 125   0   5   3 
 126   0   6   2 
 127   0   7   1 
 128   0   8   0 
 129   1   0   7 
 130   1   1   6 
 131   1   2   5 
 132   1   3   4 
 133   1   4   3 
 134   1   5   2 
 135   1   6   1 
 136   1   7   0 
 137   2   0   6 
 138   2   1   5 
 139   2   2   4 
 140   2   3   3 
 141   2   4   2 
 142   2   5   1 
 143   2   6   0 
 144   3   0   5 
 145   3   1   4 
 146   3   2   3 
 147   3   3   2 
 148   3   4   1 
 149   3   5   0 
 150   4   0   4 
 151   4   1   3 
 152   4   2   2 
 153   4   3   1 
 154   4   4   0 
 155   5   0   3 
 156   5   1   2 
 157   5   2   1 
 158   5   3   0 
 159   6   0   2 
 160   6   1   1 
 161   6   2   0 
 162   7   0   1 
 163   7   1   0 
 164   8   0   0 
 165   0   0   9 
 166   0   1   8 
 167   0   2   7 
 168   0   3   6 
 169   0   4   5 
 170   0   5   4 
 171   0   6   3 
 172   0   7   2 
 173   0   8   1 
 174   0   9   0 
 175   1   0   8 
 176   1   1   7 
 177   1   2   6 
 178   1   3   5 
 179   1   4   4 
 180   1   5   3 
 181   1   6   2 
 182   1   7   1 
 183   1   8   0 
 184   2   0   7 
 185   2   1   6 
 186   2   2   5 
 187   2   3   4 
 188   2   4   3 
 189   2   5   2 
 190   2   6   1 
 191   2   7   0 
